,n1,rel,n2
598,unadorned.a.01,antonym,brocaded.s.01
599,unadorned.a.01,antonym,brocaded.s.01
600,unadorned.a.01,antonym,beady.s.02
601,unadorned.a.01,antonym,beady.s.02
602,unadorned.a.01,antonym,clinquant.s.01
603,unadorned.a.01,antonym,clinquant.s.01
604,unadorned.a.01,antonym,tricked-out.s.01
605,unadorned.a.01,antonym,tricked-out.s.01
606,unadorned.a.01,antonym,champleve.s.01
607,unadorned.a.01,antonym,champleve.s.01
608,unadorned.a.01,antonym,frilled.s.01
609,unadorned.a.01,antonym,frilled.s.01
610,unadorned.a.01,antonym,inlaid.s.01
611,unadorned.a.01,antonym,inlaid.s.01
612,unadorned.a.01,antonym,paneled.s.01
613,unadorned.a.01,antonym,paneled.s.01
614,unadorned.a.01,antonym,inflamed.s.03
615,unadorned.a.01,antonym,inflamed.s.03
616,unadorned.a.01,antonym,adorned.a.01
617,unadorned.a.01,antonym,adorned.a.01
618,unadorned.a.01,antonym,studded.s.01
619,unadorned.a.01,antonym,studded.s.01
620,unadorned.a.01,antonym,frilled.s.01
621,unadorned.a.01,antonym,frilled.s.01
622,unadorned.a.01,antonym,mounted.s.02
623,unadorned.a.01,antonym,mounted.s.02
624,unadorned.a.01,antonym,buttony.s.02
625,unadorned.a.01,antonym,buttony.s.02
626,unadorned.a.01,antonym,gilt-edged.s.02
627,unadorned.a.01,antonym,gilt-edged.s.02
628,unadorned.a.01,antonym,clinquant.s.01
629,unadorned.a.01,antonym,clinquant.s.01
630,unadorned.a.01,antonym,bespectacled.s.01
631,unadorned.a.01,antonym,bespectacled.s.01
632,unadorned.a.01,antonym,crested.s.01
633,unadorned.a.01,antonym,crested.s.01
634,unadorned.a.01,antonym,champleve.s.01
635,unadorned.a.01,antonym,champleve.s.01
636,unadorned.a.01,antonym,crested.s.02
637,unadorned.a.01,antonym,crested.s.02
638,unadorned.a.01,antonym,beady.s.02
639,unadorned.a.01,antonym,beady.s.02
640,unadorned.a.01,antonym,tapestried.s.01
641,unadorned.a.01,antonym,tapestried.s.01
642,unadorned.a.01,antonym,frilled.s.01
643,unadorned.a.01,antonym,frilled.s.01
644,unadorned.a.01,antonym,inwrought.s.01
645,unadorned.a.01,antonym,inwrought.s.01
646,unadorned.a.01,antonym,crocketed.s.01
647,unadorned.a.01,antonym,crocketed.s.01
648,unadorned.a.01,antonym,brocaded.s.01
649,unadorned.a.01,antonym,brocaded.s.01
650,unadorned.a.01,antonym,brocaded.s.01
651,unadorned.a.01,antonym,brocaded.s.01
652,unadorned.a.01,antonym,bespectacled.s.01
653,unadorned.a.01,antonym,bespectacled.s.01
654,cholinergic.a.01,antonym,anticholinergic.a.01
655,anticholinergic.a.01,antonym,cholinergic.a.01
656,adroit.a.01,antonym,unmechanical.s.01
657,adroit.a.01,antonym,bumbling.s.01
658,adroit.a.01,antonym,bumbling.s.01
659,adroit.a.01,antonym,inept.s.03
660,adroit.a.01,antonym,bumbling.s.01
661,adroit.a.01,antonym,bumbling.s.01
662,adroit.a.01,antonym,bumbling.s.01
663,adroit.a.01,antonym,bumbling.s.01
664,adroit.a.01,antonym,bumbling.s.01
665,adroit.a.01,antonym,inept.s.03
666,adroit.a.01,antonym,uncoordinated.s.02
667,adroit.a.01,antonym,maladroit.a.01
668,adroit.a.01,antonym,unmechanical.s.01
669,adroit.a.01,antonym,bumbling.s.01
670,maladroit.a.01,antonym,adroit.a.01
671,maladroit.a.01,antonym,clever.s.03
672,maladroit.a.01,antonym,clever.s.03
673,maladroit.a.01,antonym,deft.s.01
674,maladroit.a.01,antonym,clever.s.03
675,maladroit.a.01,antonym,deft.s.01
676,maladroit.a.01,antonym,deft.s.01
677,maladroit.a.01,antonym,clean.s.17
678,maladroit.a.01,antonym,coordinated.s.02
679,maladroit.a.01,antonym,clean.s.17
680,maladroit.a.01,antonym,handy.s.03
681,maladroit.a.01,antonym,light-fingered.s.01
682,maladroit.a.01,antonym,quick-witted.s.01
683,maladroit.a.01,antonym,coordinated.s.02
684,maladroit.a.01,antonym,light-fingered.s.01
685,advantageous.a.01,antonym,minus.s.02
686,advantageous.a.01,antonym,disadvantageous.a.01
687,advantageous.a.01,antonym,minus.s.02
688,disadvantageous.a.01,antonym,advantageous.a.01
689,disadvantageous.a.01,antonym,plus.s.02
690,disadvantageous.a.01,antonym,beneficial.s.01
691,disadvantageous.a.01,antonym,discriminatory.s.04
692,disadvantageous.a.01,antonym,plus.s.02
693,disadvantageous.a.01,antonym,discriminatory.s.04
694,disadvantageous.a.01,antonym,beneficial.s.01
695,adventurous.a.01,antonym,unadventurous.a.01
696,adventurous.a.01,antonym,unadventurous.a.01
697,adventurous.a.01,antonym,safe.s.02
698,adventurous.a.01,antonym,safe.s.02
699,unadventurous.a.01,antonym,audacious.s.03
700,unadventurous.a.01,antonym,audacious.s.03
701,unadventurous.a.01,antonym,sporting.s.03
702,unadventurous.a.01,antonym,swaggering.s.02
703,unadventurous.a.01,antonym,swaggering.s.02
704,unadventurous.a.01,antonym,adventurous.a.01
705,unadventurous.a.01,antonym,audacious.s.03
706,unadventurous.a.01,antonym,audacious.s.03
707,advisable.a.01,antonym,inadvisable.a.01
708,inadvisable.a.01,antonym,well.s.03
709,inadvisable.a.01,antonym,well.s.03
710,inadvisable.a.01,antonym,advisable.a.01
711,inadvisable.a.01,antonym,advisable.a.01
712,inadvisable.a.01,antonym,better.s.03
713,inadvisable.a.01,antonym,better.s.03
714,inadvisable.a.01,antonym,better.s.03
715,inadvisable.a.01,antonym,better.s.03
716,well-advised.a.01,antonym,ill-advised.a.01
717,well-advised.a.01,antonym,ill-advised.a.01
718,ill-advised.a.01,antonym,well-advised.a.01
719,ill-advised.a.01,antonym,well-advised.a.01
720,ill-advised.a.01,antonym,considered.s.01
721,ill-advised.a.01,antonym,considered.s.01
722,aerobic.a.01,antonym,anaerobic.a.01
723,aerobic.a.01,antonym,anaerobic.a.01
724,aerobic.a.01,antonym,anaerobic.a.01
725,anaerobic.a.01,antonym,aerobiotic.s.01
726,anaerobic.a.01,antonym,aerobiotic.s.01
727,anaerobic.a.01,antonym,oxidative.s.01
728,anaerobic.a.01,antonym,oxidative.s.01
729,anaerobic.a.01,antonym,aerobic.a.01
730,anaerobic.a.01,antonym,aerobic.a.01
731,aerobic.a.02,antonym,anaerobic.a.02
732,anaerobic.a.02,antonym,aerobic.a.02
733,aesthetic.a.02,antonym,inartistic.s.01
734,aesthetic.a.02,antonym,inartistic.s.01
735,aesthetic.a.02,antonym,inartistic.s.01
736,aesthetic.a.02,antonym,inartistic.s.01
737,aesthetic.a.02,antonym,inartistic.s.01
738,aesthetic.a.02,antonym,inartistic.s.01
739,aesthetic.a.02,antonym,inartistic.s.01
740,aesthetic.a.02,antonym,inartistic.s.01
741,aesthetic.a.02,antonym,inaesthetic.a.01
742,aesthetic.a.02,antonym,inaesthetic.a.01
743,aesthetic.a.02,antonym,inaesthetic.a.01
744,aesthetic.a.02,antonym,inaesthetic.a.01
745,inaesthetic.a.01,antonym,sensuous.s.01
746,inaesthetic.a.01,antonym,sensuous.s.01
747,inaesthetic.a.01,antonym,cosmetic.s.02
748,inaesthetic.a.01,antonym,cosmetic.s.02
749,inaesthetic.a.01,antonym,painterly.s.01
750,inaesthetic.a.01,antonym,painterly.s.01
751,inaesthetic.a.01,antonym,cosmetic.s.02
752,inaesthetic.a.01,antonym,cosmetic.s.02
753,inaesthetic.a.01,antonym,artistic.s.02
754,inaesthetic.a.01,antonym,artistic.s.02
755,inaesthetic.a.01,antonym,aesthetic.a.02
756,inaesthetic.a.01,antonym,aesthetic.a.02
757,affected.a.01,antonym,uninfluenced.s.01
758,affected.a.01,antonym,immune.s.04
759,affected.a.01,antonym,uninfluenced.s.01
760,affected.a.01,antonym,superior.s.07
761,affected.a.01,antonym,unimpressed.s.01
762,affected.a.01,antonym,uninfluenced.s.01
763,affected.a.01,antonym,unaffected.a.01
764,unaffected.a.01,antonym,affected.a.01
765,unaffected.a.01,antonym,stage-struck.s.01
766,unaffected.a.01,antonym,smitten.s.01
767,unaffected.a.01,antonym,taken.s.02
768,unaffected.a.01,antonym,smitten.s.01
769,unaffected.a.01,antonym,smitten.s.01
770,unaffected.a.01,antonym,impressed.s.01
771,unaffected.a.01,antonym,wonder-struck.s.01
772,unaffected.a.01,antonym,subject.s.03
773,affected.a.02,antonym,unselfconscious.s.01
774,affected.a.02,antonym,unselfconscious.s.01
775,affected.a.02,antonym,lifelike.s.02
776,affected.a.02,antonym,lifelike.s.02
777,affected.a.02,antonym,unstilted.s.01
778,affected.a.02,antonym,unstilted.s.01
779,affected.a.02,antonym,lifelike.s.02
780,affected.a.02,antonym,lifelike.s.02
781,affected.a.02,antonym,unmannered.s.02
782,affected.a.02,antonym,unmannered.s.02
783,affected.a.02,antonym,unaffected.a.04
784,affected.a.02,antonym,unaffected.a.04
785,unaffected.a.04,antonym,affected.a.02
786,unaffected.a.04,antonym,artificial.s.02
787,unaffected.a.04,antonym,constrained.s.01
788,unaffected.a.04,antonym,mannered.s.01
789,unaffected.a.04,antonym,artificial.s.02
790,unaffected.a.04,antonym,agonistic.s.03
791,unaffected.a.04,antonym,constrained.s.01
792,unaffected.a.04,antonym,plummy.s.02
793,unaffected.a.04,antonym,artificial.s.02
794,unaffected.a.04,antonym,elocutionary.s.02
795,unaffected.a.04,antonym,agonistic.s.03
796,unaffected.a.04,antonym,artificial.s.02
797,affirmative.a.01,antonym,dissentient.s.02
798,affirmative.a.01,antonym,dissentient.s.02
799,affirmative.a.01,antonym,dissentient.s.02
800,affirmative.a.01,antonym,dissentient.s.02
801,affirmative.a.01,antonym,dissentient.s.02
802,affirmative.a.01,antonym,dissentient.s.02
803,affirmative.a.01,antonym,negative.a.02
804,affirmative.a.01,antonym,negative.a.02
805,negative.a.02,antonym,assentient.s.01
806,negative.a.02,antonym,affirmative.a.01
807,acceptive.a.01,antonym,dismissive.s.02
808,acceptive.a.01,antonym,rejective.a.01
809,acceptive.a.01,antonym,repudiative.s.01
810,rejective.a.01,antonym,accepting.s.01
811,rejective.a.01,antonym,acceptive.a.01
812,afloat.a.02,antonym,aground.a.01
813,aground.a.01,antonym,adrift.s.02
814,aground.a.01,antonym,waterborne.s.02
815,aground.a.01,antonym,afloat.a.02
816,aground.a.01,antonym,floating.s.01
817,afraid.a.01,antonym,unafraid.a.01
818,afraid.a.01,antonym,unfrightened.s.01
819,afraid.a.01,antonym,unblinking.s.02
820,afraid.a.01,antonym,unblinking.s.02
821,afraid.a.01,antonym,unapprehensive.s.01
822,afraid.a.01,antonym,unblinking.s.02
823,afraid.a.01,antonym,unblinking.s.02
824,unafraid.a.01,antonym,acrophobic.s.01
825,unafraid.a.01,antonym,acrophobic.s.01
826,unafraid.a.01,antonym,aghast.s.01
827,unafraid.a.01,antonym,aghast.s.01
828,unafraid.a.01,antonym,panicky.s.01
829,unafraid.a.01,antonym,panicky.s.01
830,unafraid.a.01,antonym,algophobic.s.01
831,unafraid.a.01,antonym,algophobic.s.01
832,unafraid.a.01,antonym,horrified.s.01
833,unafraid.a.01,antonym,horrified.s.01
834,unafraid.a.01,antonym,panicky.s.01
835,unafraid.a.01,antonym,panicky.s.01
836,unafraid.a.01,antonym,horrified.s.01
837,unafraid.a.01,antonym,horrified.s.01
838,unafraid.a.01,antonym,frightened.s.01
839,unafraid.a.01,antonym,frightened.s.01
840,unafraid.a.01,antonym,afeard.s.01
841,unafraid.a.01,antonym,afeard.s.01
842,unafraid.a.01,antonym,aghast.s.01
843,unafraid.a.01,antonym,aghast.s.01
844,unafraid.a.01,antonym,terror-stricken.s.01
845,unafraid.a.01,antonym,terror-stricken.s.01
846,unafraid.a.01,antonym,hangdog.s.02
847,unafraid.a.01,antonym,hangdog.s.02
848,unafraid.a.01,antonym,panicky.s.01
849,unafraid.a.01,antonym,panicky.s.01
850,unafraid.a.01,antonym,frightened.s.01
851,unafraid.a.01,antonym,frightened.s.01
852,unafraid.a.01,antonym,panicky.s.01
853,unafraid.a.01,antonym,panicky.s.01
854,unafraid.a.01,antonym,triskaidekaphobic.s.01
855,unafraid.a.01,antonym,triskaidekaphobic.s.01
856,unafraid.a.01,antonym,hydrophobic.s.02
857,unafraid.a.01,antonym,hydrophobic.s.02
858,unafraid.a.01,antonym,numb.s.03
859,unafraid.a.01,antonym,numb.s.03
860,unafraid.a.01,antonym,agoraphobic.s.01
861,unafraid.a.01,antonym,agoraphobic.s.01
862,unafraid.a.01,antonym,horrified.s.01
863,unafraid.a.01,antonym,horrified.s.01
864,unafraid.a.01,antonym,panicky.s.01
865,unafraid.a.01,antonym,panicky.s.01
866,unafraid.a.01,antonym,white-lipped.s.01
867,unafraid.a.01,antonym,white-lipped.s.01
868,unafraid.a.01,antonym,hunted.s.01
869,unafraid.a.01,antonym,hunted.s.01
870,unafraid.a.01,antonym,apprehensive.s.03
871,unafraid.a.01,antonym,apprehensive.s.03
872,unafraid.a.01,antonym,afraid.a.01
873,unafraid.a.01,antonym,afraid.a.01
874,unafraid.a.01,antonym,xenophobic.s.01
875,unafraid.a.01,antonym,xenophobic.s.01
876,unafraid.a.01,antonym,afeard.s.01
877,unafraid.a.01,antonym,afeard.s.01
878,unafraid.a.01,antonym,claustrophobic.s.02
879,unafraid.a.01,antonym,claustrophobic.s.02
880,unafraid.a.01,antonym,hydrophobic.s.02
881,unafraid.a.01,antonym,hydrophobic.s.02
882,unafraid.a.01,antonym,terror-stricken.s.01
883,unafraid.a.01,antonym,terror-stricken.s.01
884,unafraid.a.01,antonym,shitless.s.01
885,unafraid.a.01,antonym,shitless.s.01
886,unafraid.a.01,antonym,fearful.s.01
887,unafraid.a.01,antonym,fearful.s.01
888,unafraid.a.01,antonym,aghast.s.01
889,unafraid.a.01,antonym,aghast.s.01
890,unafraid.a.01,antonym,unnerved.s.01
891,unafraid.a.01,antonym,unnerved.s.01
892,unafraid.a.01,antonym,mysophobic.s.01
893,unafraid.a.01,antonym,mysophobic.s.01
894,unafraid.a.01,antonym,aghast.s.01
895,unafraid.a.01,antonym,aghast.s.01
896,unafraid.a.01,antonym,alarmed.s.01
897,unafraid.a.01,antonym,alarmed.s.01
898,aggressive.a.01,antonym,unaggressive.a.01
899,aggressive.a.01,antonym,low-pressure.s.01
900,unaggressive.a.01,antonym,battleful.s.01
901,unaggressive.a.01,antonym,battleful.s.01
902,unaggressive.a.01,antonym,predatory.s.02
903,unaggressive.a.01,antonym,predatory.s.02
904,unaggressive.a.01,antonym,predatory.s.02
905,unaggressive.a.01,antonym,predatory.s.02
906,unaggressive.a.01,antonym,scrappy.s.01
907,unaggressive.a.01,antonym,scrappy.s.01
908,unaggressive.a.01,antonym,competitive.s.03
909,unaggressive.a.01,antonym,competitive.s.03
910,unaggressive.a.01,antonym,predatory.s.02
911,unaggressive.a.01,antonym,predatory.s.02
912,unaggressive.a.01,antonym,in-your-face.s.01
913,unaggressive.a.01,antonym,in-your-face.s.01
914,unaggressive.a.01,antonym,hard-hitting.s.02
915,unaggressive.a.01,antonym,hard-hitting.s.02
916,unaggressive.a.01,antonym,aggressive.a.01
917,unaggressive.a.01,antonym,aggressive.a.01
918,unaggressive.a.01,antonym,hard-hitting.s.02
919,unaggressive.a.01,antonym,hard-hitting.s.02
920,unaggressive.a.01,antonym,battleful.s.01
921,unaggressive.a.01,antonym,battleful.s.01
922,unaggressive.a.01,antonym,truculent.s.01
923,unaggressive.a.01,antonym,truculent.s.01
924,unaggressive.a.01,antonym,obstreperous.s.02
925,unaggressive.a.01,antonym,obstreperous.s.02
926,unaggressive.a.01,antonym,competitive.s.03
927,unaggressive.a.01,antonym,competitive.s.03
928,unaggressive.a.01,antonym,predatory.s.02
929,unaggressive.a.01,antonym,predatory.s.02
930,unaggressive.a.01,antonym,battleful.s.01
931,unaggressive.a.01,antonym,battleful.s.01
932,unaggressive.a.01,antonym,hostile.s.05
933,unaggressive.a.01,antonym,hostile.s.05
934,unaggressive.a.01,antonym,predatory.s.02
935,unaggressive.a.01,antonym,predatory.s.02
936,unaggressive.a.01,antonym,pugnacious.s.02
937,unaggressive.a.01,antonym,pugnacious.s.02
938,unaggressive.a.01,antonym,predatory.s.02
939,unaggressive.a.01,antonym,predatory.s.02
940,unaggressive.a.01,antonym,pugnacious.s.02
941,unaggressive.a.01,antonym,pugnacious.s.02
942,agitated.a.01,antonym,unagitated.a.02
943,unagitated.a.02,antonym,hysterical.s.02
944,unagitated.a.02,antonym,psychedelic.s.03
945,unagitated.a.02,antonym,aroused.s.06
946,unagitated.a.02,antonym,wild-eyed.s.01
947,unagitated.a.02,antonym,distraught.s.01
948,unagitated.a.02,antonym,agitated.a.01
949,unagitated.a.02,antonym,aroused.s.06
950,unagitated.a.02,antonym,aroused.s.06
951,unagitated.a.02,antonym,distraught.s.01
952,unagitated.a.02,antonym,feverish.s.01
953,unagitated.a.02,antonym,feverish.s.01
954,unagitated.a.02,antonym,frantic.s.01
955,unagitated.a.02,antonym,aroused.s.06
956,unagitated.a.02,antonym,jolted.s.02
957,unagitated.a.02,antonym,frantic.s.01
958,unagitated.a.02,antonym,frantic.s.01
959,unagitated.a.02,antonym,jolted.s.02
960,unagitated.a.02,antonym,frantic.s.01
961,agitated.a.02,antonym,nonturbulent.s.01
962,agitated.a.02,antonym,unagitated.a.01
963,agitated.a.02,antonym,unstirred.s.01
964,unagitated.a.01,antonym,churning.s.01
965,unagitated.a.01,antonym,churning.s.02
966,unagitated.a.01,antonym,churning.s.02
967,unagitated.a.01,antonym,rippled.s.02
968,unagitated.a.01,antonym,churning.s.01
969,unagitated.a.01,antonym,rippled.s.02
970,unagitated.a.01,antonym,seething.s.01
971,unagitated.a.01,antonym,churning.s.02
972,unagitated.a.01,antonym,jolted.s.01
973,unagitated.a.01,antonym,churning.s.02
974,unagitated.a.01,antonym,agitated.a.02
975,unagitated.a.01,antonym,stirred.s.03
976,agreeable.a.01,antonym,annoying.s.01
977,agreeable.a.01,antonym,nerve-racking.s.01
978,agreeable.a.01,antonym,disagreeable.a.01
979,agreeable.a.01,antonym,unsweet.s.02
980,agreeable.a.01,antonym,annoying.s.01
981,agreeable.a.01,antonym,annoying.s.01
982,agreeable.a.01,antonym,nerve-racking.s.01
983,agreeable.a.01,antonym,nerve-racking.s.01
984,agreeable.a.01,antonym,annoying.s.01
985,agreeable.a.01,antonym,harsh.s.06
986,agreeable.a.01,antonym,harsh.s.06
987,agreeable.a.01,antonym,annoying.s.01
988,agreeable.a.01,antonym,annoying.s.01
989,agreeable.a.01,antonym,annoying.s.01
990,agreeable.a.01,antonym,annoying.s.01
991,agreeable.a.01,antonym,annoying.s.01
992,agreeable.a.01,antonym,nerve-racking.s.01
993,agreeable.a.01,antonym,annoying.s.01
994,agreeable.a.01,antonym,annoying.s.01
995,agreeable.a.01,antonym,annoying.s.01
996,agreeable.a.01,antonym,annoying.s.01
997,disagreeable.a.01,antonym,agreeable.a.01
998,air-to-surface.a.01,antonym,air-to-air.a.01
999,air-to-surface.a.01,antonym,air-to-air.a.01
1000,air-to-surface.a.01,antonym,surface-to-air.a.01
1001,air-to-surface.a.01,antonym,surface-to-air.a.01
1002,air-to-air.a.01,antonym,air-to-surface.a.01
1003,air-to-air.a.01,antonym,surface-to-air.a.01
1004,surface-to-air.a.01,antonym,air-to-surface.a.01
1005,surface-to-air.a.01,antonym,air-to-air.a.01
1006,alert.a.01,antonym,unalert.a.01
1007,alert.a.01,antonym,unalert.a.01
1008,unalert.a.01,antonym,alert.a.01
1009,unalert.a.01,antonym,alert.a.01
1010,unalert.a.01,antonym,alert.a.01
1011,unalert.a.01,antonym,fly.s.01
1012,unalert.a.01,antonym,fly.s.01
1013,unalert.a.01,antonym,fly.s.01
1014,unalert.a.01,antonym,argus-eyed.s.02
1015,unalert.a.01,antonym,argus-eyed.s.02
1016,unalert.a.01,antonym,argus-eyed.s.02
1017,unalert.a.01,antonym,lidless.s.03
1018,unalert.a.01,antonym,lidless.s.03
1019,unalert.a.01,antonym,lidless.s.03
1020,unalert.a.01,antonym,argus-eyed.s.02
1021,unalert.a.01,antonym,argus-eyed.s.02
1022,unalert.a.01,antonym,argus-eyed.s.02
1023,unalert.a.01,antonym,argus-eyed.s.02
1024,unalert.a.01,antonym,argus-eyed.s.02
1025,unalert.a.01,antonym,argus-eyed.s.02
1026,unalert.a.01,antonym,argus-eyed.s.02
1027,unalert.a.01,antonym,argus-eyed.s.02
1028,unalert.a.01,antonym,argus-eyed.s.02
1029,unalert.a.01,antonym,heads-up.s.01
1030,unalert.a.01,antonym,heads-up.s.01
1031,unalert.a.01,antonym,heads-up.s.01
1032,unalert.a.01,antonym,lidless.s.03
1033,unalert.a.01,antonym,lidless.s.03
1034,unalert.a.01,antonym,lidless.s.03
1035,unalert.a.01,antonym,heads-up.s.01
1036,unalert.a.01,antonym,heads-up.s.01
1037,unalert.a.01,antonym,heads-up.s.01
1038,algorithmic.a.01,antonym,trial-and-error.s.02
1039,algorithmic.a.01,antonym,heuristic.a.01
1040,heuristic.a.01,antonym,algorithmic.a.01
1041,heuristic.a.01,antonym,recursive.s.01
1042,alienable.a.01,antonym,nontransferable.s.01
1043,alienable.a.01,antonym,inalienable.a.01
1044,alienable.a.01,antonym,absolute.s.05
1045,alienable.a.01,antonym,non-negotiable.s.01
1046,alienable.a.01,antonym,absolute.s.05
1047,alienable.a.01,antonym,nontransferable.s.01
1048,alienable.a.01,antonym,absolute.s.05
1049,alienable.a.01,antonym,nontransferable.s.01
1050,inalienable.a.01,antonym,assignable.s.01
1051,inalienable.a.01,antonym,assignable.s.01
1052,inalienable.a.01,antonym,alienable.a.01
1053,inalienable.a.01,antonym,alienable.a.01
1054,inalienable.a.01,antonym,assignable.s.01
1055,inalienable.a.01,antonym,assignable.s.01
1056,inalienable.a.01,antonym,assignable.s.01
1057,inalienable.a.01,antonym,assignable.s.01
1058,inalienable.a.01,antonym,appropriable.s.01
1059,inalienable.a.01,antonym,appropriable.s.01
1060,inalienable.a.01,antonym,assignable.s.01
1061,inalienable.a.01,antonym,assignable.s.01
1062,inalienable.a.01,antonym,assignable.s.01
1063,inalienable.a.01,antonym,assignable.s.01
1064,alive.a.01,antonym,lifeless.s.01
1065,alive.a.01,antonym,lifeless.s.01
1066,alive.a.01,antonym,asleep.s.03
1067,alive.a.01,antonym,asleep.s.03
1068,alive.a.01,antonym,defunct.s.02
1069,alive.a.01,antonym,defunct.s.02
1070,alive.a.01,antonym,bloodless.s.01
1071,alive.a.01,antonym,bloodless.s.01
1072,alive.a.01,antonym,deathlike.s.01
1073,alive.a.01,antonym,deathlike.s.01
1074,alive.a.01,antonym,deathlike.s.01
1075,alive.a.01,antonym,deathlike.s.01
1076,alive.a.01,antonym,brain_dead.s.01
1077,alive.a.01,antonym,brain_dead.s.01
1078,alive.a.01,antonym,asleep.s.03
1079,alive.a.01,antonym,asleep.s.03
1080,alive.a.01,antonym,fallen.s.04
1081,alive.a.01,antonym,fallen.s.04
1082,alive.a.01,antonym,dead.a.01
1083,alive.a.01,antonym,dead.a.01
1084,alive.a.01,antonym,asleep.s.03
1085,alive.a.01,antonym,asleep.s.03
1086,alive.a.01,antonym,bloodless.s.01
1087,alive.a.01,antonym,bloodless.s.01
1088,alive.a.01,antonym,asleep.s.03
1089,alive.a.01,antonym,asleep.s.03
1090,alive.a.01,antonym,nonviable.s.01
1091,alive.a.01,antonym,nonviable.s.01
1092,alive.a.01,antonym,stone-dead.s.01
1093,alive.a.01,antonym,stone-dead.s.01
1094,alive.a.01,antonym,asleep.s.03
1095,alive.a.01,antonym,asleep.s.03
1096,alive.a.01,antonym,executed.s.01
1097,alive.a.01,antonym,executed.s.01
1098,alive.a.01,antonym,breathless.s.03
1099,alive.a.01,antonym,breathless.s.03
1100,alive.a.01,antonym,stillborn.s.02
1101,alive.a.01,antonym,stillborn.s.02
1102,alive.a.01,antonym,murdered.s.01
1103,alive.a.01,antonym,murdered.s.01
1104,alive.a.01,antonym,breathless.s.03
1105,alive.a.01,antonym,breathless.s.03
1106,alive.a.01,antonym,d.o.a..s.01
1107,alive.a.01,antonym,d.o.a..s.01
1108,alive.a.01,antonym,asleep.s.03
1109,alive.a.01,antonym,asleep.s.03
1110,alive.a.01,antonym,assassinated.s.01
1111,alive.a.01,antonym,assassinated.s.01
1112,alive.a.01,antonym,lifeless.s.01
1113,alive.a.01,antonym,lifeless.s.01
1114,alive.a.01,antonym,cold.s.13
1115,alive.a.01,antonym,cold.s.13
1116,alive.a.01,antonym,doomed.s.01
1117,alive.a.01,antonym,doomed.s.01
1118,alive.a.01,antonym,slain.s.01
1119,alive.a.01,antonym,slain.s.01
1120,alive.a.01,antonym,bloodless.s.01
1121,alive.a.01,antonym,bloodless.s.01
1122,alive.a.01,antonym,breathless.s.03
1123,alive.a.01,antonym,breathless.s.03
1124,alive.a.01,antonym,late.s.04
1125,alive.a.01,antonym,late.s.04
1126,dead.a.01,antonym,vital.s.04
1127,dead.a.01,antonym,liveborn.s.01
1128,dead.a.01,antonym,viable.s.02
1129,dead.a.01,antonym,alive.a.01
1130,apocrine.a.01,antonym,eccrine.a.01
1131,eccrine.a.01,antonym,apocrine.a.01
1132,artesian.a.01,antonym,subartesian.a.01
1133,subartesian.a.01,antonym,artesian.a.01
1134,live.a.02,antonym,dead.a.02
1135,live.a.02,antonym,extinct.s.03
1136,live.a.02,antonym,out_of_play.s.01
1137,live.a.02,antonym,extinct.s.03
1138,live.a.02,antonym,lifeless.s.04
1139,dead.a.02,antonym,in_play.s.01
1140,dead.a.02,antonym,live.a.02
1141,dead.a.02,antonym,living.s.06
1142,alphabetic.a.02,antonym,analphabetic.a.02
1143,alphabetic.a.02,antonym,analphabetic.a.02
1144,analphabetic.a.02,antonym,alphabetized.s.01
1145,analphabetic.a.02,antonym,abecedarian.s.01
1146,analphabetic.a.02,antonym,alphabetized.s.01
1147,analphabetic.a.02,antonym,alphabetic.a.02
1148,altricial.a.01,antonym,precocial.a.01
1149,precocial.a.01,antonym,altricial.a.01
1150,altruistic.a.01,antonym,egoistic.a.01
1151,altruistic.a.01,antonym,egoistic.a.01
1152,altruistic.a.01,antonym,self-absorbed.s.01
1153,altruistic.a.01,antonym,self-absorbed.s.01
1154,altruistic.a.01,antonym,self-absorbed.s.01
1155,altruistic.a.01,antonym,self-absorbed.s.01
1156,egoistic.a.01,antonym,altruistic.a.01
1157,egoistic.a.01,antonym,altruistic.a.01
1158,egoistic.a.01,antonym,altruistic.a.01
1159,egoistic.a.01,antonym,altruistic.a.01
1160,egoistic.a.01,antonym,altruistic.a.01
1161,ambiguous.a.02,antonym,monosemous.s.01
1162,ambiguous.a.02,antonym,unambiguous.a.01
1163,unambiguous.a.01,antonym,enigmatic.s.02
1164,unambiguous.a.01,antonym,enigmatic.s.02
1165,unambiguous.a.01,antonym,left-handed.s.05
1166,unambiguous.a.01,antonym,ambiguous.a.02
1167,unambiguous.a.01,antonym,double-barreled.s.02
1168,unambiguous.a.01,antonym,multivalent.s.03
1169,unambiguous.a.01,antonym,polysemous.s.01
1170,unambiguous.a.01,antonym,polysemous.s.01
1171,unambiguous.a.01,antonym,double-barreled.s.02
1172,unambiguous.a.01,antonym,multivalent.s.03
1173,unambiguous.a.01,antonym,uncertain.s.07
1174,unambiguous.a.01,antonym,double-edged.s.01
1175,ambitious.a.01,antonym,shiftless.s.01
1176,ambitious.a.01,antonym,unambitious.a.01
1177,unambitious.a.01,antonym,aspirant.s.01
1178,unambitious.a.01,antonym,aspirant.s.01
1179,unambitious.a.01,antonym,compulsive.s.02
1180,unambitious.a.01,antonym,compulsive.s.02
1181,unambitious.a.01,antonym,ambitious.a.01
1182,unambitious.a.01,antonym,ambitious.a.01
1183,unambitious.a.01,antonym,compulsive.s.02
