cl	id	x_pca	y_pca	z_pca	x_tsne	y_tsne	z_tsne	x_k2	y_k2	z_k2	cl_pca	cl_tsne	cl_k2	cl_kn
21	1312.2142857142858	-0.0628710572857143	0.038691625142857136	-0.12922560114285714	-1.2361771528571428	-1.2132291807142856	17.43532764285714	-0.10945496357142857	-0.10079959300000003	0.43231318999999996				21
24	982.6111111111111	0.0006097104055555561	0.07173821172222222	-0.07495526633333334	6.883734972222221	-10.204658666666669	10.934296083333333	0.028408394777777783	0.1206503427222222	0.15143442777777774				24
39	823.6190476190476	-0.11353571342857142	-0.0020590636952380953	-0.019159749095833328	-5.728248210714287	2.2846569111904764	10.57691605952381	0.021917005207142858	0.02866953928571431	-0.048691284047619056				39
8	1089.5333333333333	0.12500746313333336	-0.013523545433333332	-0.15441268633333338	18.029931233333336	-2.1522482726666667	6.923741756666667	-0.25202362656666666	-0.1957887076666667	0.027157409900000023				8
10	1116.9375	0.029327441500000002	-0.019527895018749998	-0.01448125565625	11.820557687500003	9.903991062500001	-4.910847712499999	-0.06683433937500002	-0.23620747037499998	0.03618329437499998				10
26	1060.1176470588234	0.07353090547058821	-0.07520766694117646	0.05313346929411765	-0.5206554281823529	18.185499529411768	-3.1416573294117645	-0.6085431399999999	0.38505859588235297	0.4750964694117647				26
1	895.6470588235294	0.06160045030588234	0.13069280976470593	0.056436814382352936	3.7686374000000002	-8.274287064705884	-14.55321367647059	-0.019312154329411763	-0.12282657892647059	0.14622640347058824				1
16	1235.3823529411766	-0.06872292149999999	-0.05474458191176469	-0.03335659344117648	2.4204881970588223	-0.5826210279411764	-5.90428725	0.19263452277941182	0.33546885088235295	-0.029908904294117685				16
6	863.0	0.03813947388235294	0.11135270476470589	-0.027748257823529417	1.1215576129411764	-12.150822705882357	-1.396882753529412	0.48895026588235296	0.4804977273529412	-0.2422699464705882				6
15	951.9375	-0.05538637968750001	-0.04350875671249999	0.048354758125	-10.630356656250001	14.087483312500002	4.6107525874999995	-0.15804212425	-0.632896054375	0.14319844051875				15
14	1290.1666666666667	0.2406020688888889	-0.05330757594444444	0.01105061085	18.705806111111112	-9.657336555555553	-5.9657659388888895	-0.5061040788888889	-0.3652099911111111	-0.40271855500000003				14
33	1188.1842105263158	0.05229574594736842	-0.10839199289473682	0.03548062963157894	-3.7819233921052624	11.901592855263159	1.323930184736842	-0.16408666331578947	0.1944605781578947	-0.04749789742105264				33
27	996.5714285714286	-0.0625613265	-0.08468765385714286	0.08164373528571427	1.7772663107142854	14.228511535714285	-7.661509639285716	-0.18687698124999996	0.12753858122142855	0.44481108267857156				27
23	1064.857142857143	-0.038110106714285705	-0.038271855761904755	0.002323861175238095	5.260436185714286	9.21421830952381	-6.010827676190477	0.3031950595238096	-0.43350466476190486	0.18308824857142858				23
34	1062.5454545454545	-0.09273866336363637	0.16222123090909094	0.011737557486363636	-4.496026100000001	-6.426452504545455	3.531068304545455	0.28117488045454553	-0.23300916727272727	0.37259203854545464				34
30	1079.1052631578948	-0.09260198084210525	0.07806523863157895	0.08282976515789472	-8.313200405263158	-12.72993547368421	-2.1645839105263156	0.5579540389473686	0.7612024752631578	-0.033018678631578945				30
37	966.2083333333334	-0.07458270904166665	-0.003876486812500002	0.06502891004166668	-5.625668845833334	-0.2026740802916666	-0.1113621375	0.1590522820416667	0.11305468458333334	0.056458546666666685				37
28	1094.4615384615386	-0.020656121298076927	-0.07537956559615384	0.2069548153846154	-10.545112615384616	8.485937034615384	-13.236899730769235	-0.07894476001634619	-0.05158533257692307	-0.02393215616538462				28
19	1318.0625	-0.04395708356249999	-0.06963691218750001	0.0022175420875	4.179359868750001	2.1742506737500005	-12.534068406249999	-0.1523585573125	0.5389501925	0.068875796875				19
22	1239.6923076923076	-0.04206781207692308	-0.09525486138461538	0.03074281992307693	7.8242133	4.235806723076923	-9.607068346153845	-0.163936333	0.2431706073076923	0.21491567769230768				22
2	1014.0625	0.14925270124999995	-0.0080883226625	0.0597355221875	9.33272265625	-6.605722724999999	-16.809729062499997	-0.07938971499999999	0.905477496875	0.23030277062500001				2
11	1179.5714285714287	0.18498858428571424	0.04274786880952382	0.0023601437052380952	6.138961876190477	-10.457993185714287	-7.969495480952381	-0.04289458552380952	0.4418076433333334	-0.14038495785714286				11
9	1032.8260869565217	-0.10904563215130436	0.04373361326086957	-0.1865387086956522	-3.5164048434782607	-11.554314804347825	13.548486	0.4485402717391304	-0.7080481317391304	-0.5616018304347825				9
42	918.5384615384615	-0.07898558646153846	0.005485080146153844	-0.07686756361538462	0.04455166353846153	7.997416561538461	9.809934653846152	-0.3271766715384616	0.023573242230769224	0.14581112076923075				42
29	1017.15	0.011051417799499998	0.07748434845	0.0774928192	-18.843907800000004	-1.9983705949999997	-3.9199171050000006	-0.3985315815	0.05622274290000001	0.10397571934999998				29
40	945.7027027027027	-0.13802940675675676	-0.1358225331621621	-0.17957541151351356	9.107924908108107	6.524785067567565	8.066881183783783	0.39595675277189196	-0.19251915534054054	0.08729570945945948				40
0	970.4545454545455	0.016594686954545454	-0.13393585818181816	0.10463315995454546	-5.188980854545454	14.19032577272727	-15.344307204545457	-0.11107279363636362	-0.737674435909091	0.3570797209090909				0
25	1212.357142857143	-0.04816095092857143	-0.0990686259285714	0.19325885714285712	-7.191032221428572	1.7187859285714282	-8.804331857142857	-0.23449606342857146	-0.8610283014285715	0.1321244135714286				25
